body_forms,body_html,body_noCharacters,body_noDistinctWords,body_noFunctionWords,body_noWords,body_richness,body_suspension,body_verifyYourAccount,send_diffSenderReplyTo,send_noCharacters,send_noWords,send_nonModalSenderDomain,subj_bank,subj_noCharacters,subj_noWords,subj_reply,subj_richness,url_atSymbol,url_linkText,url_maxNoPeriods,url_noDomains,url_noExtLinks,url_noImgLinks,url_noIntLinks,url_noIpAddresses,url_noLinks,url_noPorts,url_nonModalHereLinks,url_ports,label
FALSE,FALSE,1506,182,2,266,0.176626826,FALSE,FALSE,TRUE,27,3,TRUE,FALSE,38,4,FALSE,0.105263158,FALSE,FALSE,3,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,TRUE,877,132,0,154,0.175598632,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,23,2,TRUE,0.086956522,FALSE,FALSE,2,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,FALSE,153,7,1,7,0.045751634,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,44,8,FALSE,0.181818182,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,2051,241,6,363,0.176986836,FALSE,FALSE,FALSE,37,3,TRUE,FALSE,20,3,FALSE,0.15,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,173,23,2,23,0.132947977,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,37,6,FALSE,0.162162162,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,732,97,1,116,0.158469945,FALSE,FALSE,FALSE,31,4,FALSE,FALSE,34,5,TRUE,0.147058824,FALSE,FALSE,3,3,3,0,4,0,7,0,FALSE,FALSE,P
FALSE,FALSE,686,108,0,130,0.189504373,FALSE,FALSE,FALSE,32,4,FALSE,FALSE,32,4,FALSE,0.125,FALSE,FALSE,2,2,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,355,38,0,39,0.109859155,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,11,3,FALSE,0.272727273,FALSE,FALSE,3,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,422,52,0,58,0.137440758,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,60,16,FALSE,0.266666667,FALSE,FALSE,2,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,1743,188,1,271,0.155479059,FALSE,FALSE,TRUE,30,3,TRUE,FALSE,42,6,TRUE,0.142857143,FALSE,FALSE,2,2,0,0,4,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1328,190,0,288,0.21686747,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,26,7,TRUE,0.269230769,FALSE,FALSE,1,1,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,521,76,1,94,0.180422265,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,65,9,FALSE,0.138461538,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,310,32,0,33,0.106451613,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,8,1,FALSE,0.125,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,690,51,1,54,0.07826087,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,10,2,FALSE,0.2,FALSE,FALSE,3,3,7,0,0,0,7,0,FALSE,FALSE,P
FALSE,FALSE,524,64,1,80,0.152671756,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,31,5,FALSE,0.161290323,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,144,14,1,14,0.097222222,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,25,7,FALSE,0.28,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,682,72,0,84,0.123167155,FALSE,FALSE,FALSE,33,1,TRUE,FALSE,58,10,FALSE,0.172413793,FALSE,FALSE,3,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,1044,144,0,204,0.195402299,FALSE,FALSE,FALSE,36,3,TRUE,FALSE,51,12,TRUE,0.235294118,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,236,36,0,44,0.186440678,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,25,4,FALSE,0.16,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,1831,246,0,384,0.209721464,FALSE,FALSE,FALSE,30,3,FALSE,FALSE,21,2,FALSE,0.095238095,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,148,5,0,6,0.040540541,FALSE,FALSE,FALSE,25,2,TRUE,FALSE,8,2,FALSE,0.25,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,735,88,0,95,0.129251701,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,18,3,FALSE,0.166666667,FALSE,FALSE,3,5,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,754,123,0,175,0.232095491,FALSE,FALSE,FALSE,36,4,FALSE,FALSE,28,5,TRUE,0.178571429,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,485,71,0,79,0.162886598,FALSE,FALSE,TRUE,38,3,TRUE,FALSE,7,2,TRUE,0.285714286,FALSE,FALSE,2,2,0,0,4,0,4,0,FALSE,FALSE,P
FALSE,FALSE,247,37,0,44,0.178137652,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,33,7,FALSE,0.212121212,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,954,135,0,169,0.177148847,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,21,3,TRUE,0.142857143,FALSE,FALSE,2,2,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,FALSE,1330,155,1,294,0.221052632,FALSE,FALSE,TRUE,29,3,TRUE,FALSE,37,8,TRUE,0.216216216,FALSE,FALSE,2,3,2,0,4,0,6,0,FALSE,FALSE,P
FALSE,FALSE,2209,245,1,445,0.201448619,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,33,8,TRUE,0.242424242,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,177,25,1,25,0.141242938,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,38,5,FALSE,0.131578947,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,589,83,0,90,0.152801358,FALSE,FALSE,TRUE,46,6,TRUE,FALSE,14,4,TRUE,0.285714286,FALSE,FALSE,3,4,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,462,83,0,96,0.207792208,FALSE,FALSE,FALSE,29,3,FALSE,FALSE,21,2,FALSE,0.095238095,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,515,70,1,82,0.159223301,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,23,2,FALSE,0.086956522,FALSE,FALSE,3,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,429,39,0,41,0.095571096,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,37,5,TRUE,0.135135135,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1343,185,1,264,0.196574832,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,38,6,FALSE,0.157894737,FALSE,FALSE,3,6,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1294,155,1,251,0.193972179,FALSE,FALSE,FALSE,29,3,TRUE,FALSE,49,8,TRUE,0.163265306,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,471,83,0,100,0.212314225,FALSE,FALSE,FALSE,27,3,TRUE,FALSE,26,7,TRUE,0.269230769,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,4401,555,2,882,0.200408998,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,38,4,FALSE,0.105263158,FALSE,FALSE,3,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,1382,182,0,227,0.164254703,FALSE,FALSE,TRUE,38,3,TRUE,FALSE,33,10,TRUE,0.303030303,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,324,39,0,40,0.12345679,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,9,2,FALSE,0.222222222,FALSE,FALSE,3,5,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,325,43,0,51,0.156923077,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,60,16,FALSE,0.266666667,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,TRUE,1239,181,0,236,0.19047619,FALSE,FALSE,FALSE,34,4,TRUE,FALSE,48,11,FALSE,0.229166667,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,10353,987,5,2370,0.228919154,FALSE,FALSE,FALSE,31,4,TRUE,FALSE,55,9,FALSE,0.163636364,FALSE,FALSE,3,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,173,23,1,23,0.132947977,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,38,5,FALSE,0.131578947,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,2077,252,4,458,0.220510351,FALSE,FALSE,TRUE,21,2,TRUE,FALSE,34,5,FALSE,0.147058824,FALSE,FALSE,3,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,140,7,1,7,0.05,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,63,15,FALSE,0.238095238,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,TRUE,781,97,0,124,0.158770807,FALSE,FALSE,TRUE,41,3,TRUE,FALSE,10,1,FALSE,0.1,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,648,92,0,119,0.183641975,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,2,3,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,FALSE,715,94,0,122,0.170629371,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,18,3,FALSE,0.166666667,FALSE,FALSE,3,6,6,0,0,0,6,0,FALSE,FALSE,P
FALSE,TRUE,899,116,0,172,0.191323693,FALSE,FALSE,TRUE,28,3,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,2,3,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,3615,420,2,743,0.205532503,FALSE,FALSE,FALSE,22,1,TRUE,FALSE,47,10,FALSE,0.212765957,FALSE,FALSE,3,2,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1345,164,0,226,0.16802974,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,53,6,FALSE,0.113207547,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1235,161,0,229,0.185425101,FALSE,FALSE,FALSE,29,3,TRUE,FALSE,43,7,TRUE,0.162790698,FALSE,FALSE,3,4,2,0,4,0,6,0,FALSE,FALSE,P
FALSE,FALSE,179,26,1,26,0.145251397,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,29,6,FALSE,0.206896552,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,367,51,0,67,0.182561308,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,35,4,TRUE,0.114285714,FALSE,FALSE,3,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,2603,264,1,474,0.18209758,FALSE,FALSE,FALSE,52,3,TRUE,FALSE,45,8,TRUE,0.177777778,FALSE,FALSE,3,4,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,843,102,0,125,0.148279953,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,62,14,FALSE,0.225806452,FALSE,FALSE,3,6,6,0,0,0,6,0,FALSE,FALSE,P
FALSE,FALSE,691,104,0,128,0.185238784,FALSE,FALSE,TRUE,42,3,TRUE,FALSE,23,2,TRUE,0.086956522,FALSE,FALSE,2,4,2,0,5,0,7,0,FALSE,FALSE,P
FALSE,TRUE,776,106,0,132,0.170103093,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,33,6,TRUE,0.181818182,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,475,39,0,39,0.082105263,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,31,6,FALSE,0.193548387,FALSE,FALSE,3,7,6,0,0,0,6,0,FALSE,FALSE,P
FALSE,TRUE,518,85,0,116,0.223938224,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,13,2,TRUE,0.153846154,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,164,26,1,26,0.158536585,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,35,6,FALSE,0.171428571,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,132,25,0,29,0.21969697,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,20,3,TRUE,0.15,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,366,58,0,79,0.215846995,FALSE,FALSE,FALSE,31,3,FALSE,FALSE,26,7,TRUE,0.269230769,FALSE,FALSE,0,1,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,5692,518,1,930,0.16338721,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,17,4,FALSE,0.235294118,FALSE,FALSE,9,9,23,0,0,0,23,0,FALSE,FALSE,P
FALSE,TRUE,839,121,0,155,0.184743743,FALSE,FALSE,TRUE,35,3,TRUE,FALSE,21,3,TRUE,0.142857143,FALSE,FALSE,2,3,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,258,40,0,44,0.170542636,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,18,3,FALSE,0.166666667,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,849,130,0,183,0.215547703,FALSE,FALSE,FALSE,26,3,TRUE,FALSE,64,9,FALSE,0.140625,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,664,80,1,99,0.149096386,FALSE,FALSE,TRUE,46,3,TRUE,FALSE,64,13,TRUE,0.203125,FALSE,FALSE,3,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,1160,151,1,226,0.194827586,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,44,10,TRUE,0.227272727,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,497,81,0,99,0.199195171,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,47,8,TRUE,0.170212766,FALSE,FALSE,2,3,2,0,5,0,7,0,FALSE,FALSE,P
FALSE,FALSE,203,25,1,27,0.133004926,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,31,6,FALSE,0.193548387,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,956,121,1,151,0.157949791,FALSE,FALSE,TRUE,39,4,TRUE,FALSE,28,6,TRUE,0.214285714,FALSE,FALSE,3,5,5,0,0,0,5,0,FALSE,FALSE,P
FALSE,FALSE,484,56,0,79,0.16322314,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,4,1,FALSE,0.25,FALSE,FALSE,3,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,99,5,1,5,0.050505051,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,62,12,FALSE,0.193548387,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,609,77,0,94,0.154351396,FALSE,FALSE,TRUE,5,1,TRUE,FALSE,18,2,FALSE,0.111111111,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,159,24,1,24,0.150943396,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,27,5,FALSE,0.185185185,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,88,5,1,5,0.056818182,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,89,20,FALSE,0.224719101,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,1519,201,0,266,0.175115207,FALSE,FALSE,TRUE,24,3,TRUE,FALSE,7,2,TRUE,0.285714286,FALSE,FALSE,3,3,1,0,6,0,7,0,FALSE,FALSE,P
FALSE,TRUE,270,42,0,45,0.166666667,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,33,8,FALSE,0.242424242,FALSE,FALSE,4,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,3052,205,0,443,0.145150721,FALSE,FALSE,FALSE,35,3,TRUE,FALSE,36,6,FALSE,0.166666667,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1612,180,0,228,0.141439206,FALSE,FALSE,FALSE,35,3,TRUE,FALSE,24,5,FALSE,0.208333333,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,1190,121,0,156,0.131092437,FALSE,FALSE,TRUE,43,5,TRUE,FALSE,23,5,TRUE,0.217391304,FALSE,FALSE,6,4,8,0,4,0,12,0,FALSE,FALSE,P
FALSE,FALSE,657,72,1,95,0.144596651,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,31,5,FALSE,0.161290323,FALSE,FALSE,3,3,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,172,20,1,20,0.11627907,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,28,7,FALSE,0.25,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,848,113,0,141,0.166273585,FALSE,FALSE,FALSE,35,3,TRUE,FALSE,47,9,TRUE,0.191489362,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,227,30,1,33,0.145374449,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,35,7,FALSE,0.2,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,378,39,0,40,0.105820106,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,33,3,FALSE,0.090909091,FALSE,FALSE,3,6,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,2803,331,3,581,0.207277917,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,26,7,TRUE,0.269230769,FALSE,FALSE,1,1,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,535,57,1,61,0.114018692,FALSE,FALSE,TRUE,27,3,TRUE,FALSE,27,5,FALSE,0.185185185,FALSE,FALSE,3,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,2626,287,2,512,0.194973343,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,56,12,FALSE,0.214285714,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,107,24,0,25,0.23364486,FALSE,FALSE,FALSE,29,3,FALSE,FALSE,29,5,FALSE,0.172413793,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,TRUE,518,75,0,102,0.196911197,FALSE,FALSE,TRUE,34,3,TRUE,FALSE,21,5,TRUE,0.238095238,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,839,132,0,158,0.188319428,FALSE,FALSE,TRUE,25,4,FALSE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,2,3,2,0,5,0,7,0,FALSE,FALSE,P
FALSE,FALSE,164,27,0,34,0.207317073,FALSE,FALSE,FALSE,23,2,TRUE,FALSE,27,8,TRUE,0.296296296,FALSE,FALSE,1,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1275,154,0,203,0.159215686,FALSE,FALSE,FALSE,37,4,TRUE,FALSE,36,7,TRUE,0.194444444,FALSE,FALSE,3,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,180,27,1,27,0.15,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,33,7,FALSE,0.212121212,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,476,52,0,54,0.113445378,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,32,5,FALSE,0.15625,FALSE,FALSE,4,6,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1115,149,0,211,0.189237668,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,39,6,TRUE,0.153846154,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,122,7,0,7,0.057377049,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,5,1,FALSE,0.2,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,1170,121,0,156,0.133333333,FALSE,FALSE,FALSE,33,1,TRUE,FALSE,43,8,FALSE,0.186046512,FALSE,FALSE,3,6,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,TRUE,1489,180,0,263,0.17662861,FALSE,FALSE,FALSE,34,4,TRUE,FALSE,53,10,TRUE,0.188679245,FALSE,FALSE,2,4,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,TRUE,1235,153,0,232,0.187854251,FALSE,FALSE,FALSE,37,3,FALSE,FALSE,12,3,TRUE,0.25,FALSE,FALSE,2,2,2,0,6,0,8,0,FALSE,FALSE,P
FALSE,FALSE,1545,147,1,197,0.127508091,FALSE,FALSE,FALSE,43,3,TRUE,FALSE,70,4,FALSE,0.057142857,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1474,194,0,244,0.165535957,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,8,2,FALSE,0.25,FALSE,FALSE,3,8,6,0,0,0,6,0,FALSE,FALSE,P
FALSE,FALSE,1089,183,1,249,0.228650138,FALSE,FALSE,FALSE,28,2,TRUE,FALSE,15,1,FALSE,0.066666667,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,852,138,0,164,0.192488263,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,7,2,TRUE,0.285714286,FALSE,FALSE,2,2,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,FALSE,630,74,1,88,0.13968254,FALSE,FALSE,FALSE,29,3,TRUE,FALSE,36,6,TRUE,0.166666667,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,31444,2288,18,6511,0.207066531,FALSE,FALSE,FALSE,40,4,TRUE,FALSE,40,8,TRUE,0.2,FALSE,FALSE,3,5,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,169,19,1,19,0.112426036,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,33,4,FALSE,0.121212121,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,175,20,2,20,0.114285714,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,33,8,FALSE,0.242424242,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,399,38,0,39,0.097744361,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,53,8,FALSE,0.150943396,FALSE,FALSE,3,7,5,0,0,0,5,0,FALSE,FALSE,P
FALSE,FALSE,351,32,0,33,0.094017094,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,20,5,FALSE,0.25,FALSE,FALSE,3,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,1670,190,0,354,0.211976048,FALSE,FALSE,TRUE,35,3,TRUE,FALSE,18,3,TRUE,0.166666667,FALSE,FALSE,2,3,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,784,94,0,160,0.204081633,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,21,3,TRUE,0.142857143,FALSE,FALSE,1,1,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,791,99,0,112,0.14159292,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,32,5,TRUE,0.15625,FALSE,FALSE,3,4,2,0,4,0,6,0,FALSE,FALSE,P
FALSE,FALSE,1835,164,2,215,0.117166213,FALSE,FALSE,FALSE,41,3,TRUE,FALSE,38,7,TRUE,0.184210526,FALSE,FALSE,3,5,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,735,102,1,129,0.175510204,FALSE,FALSE,FALSE,36,3,TRUE,FALSE,12,2,TRUE,0.166666667,FALSE,FALSE,2,2,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,854,146,1,189,0.221311475,FALSE,FALSE,FALSE,28,4,TRUE,FALSE,43,9,TRUE,0.209302326,FALSE,FALSE,2,2,0,0,4,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1308,194,0,288,0.220183486,FALSE,FALSE,FALSE,27,3,TRUE,FALSE,14,3,TRUE,0.214285714,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,199,30,0,30,0.150753769,FALSE,FALSE,FALSE,25,2,TRUE,FALSE,19,3,FALSE,0.157894737,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,1954,232,0,377,0.192937564,FALSE,FALSE,FALSE,36,2,TRUE,FALSE,63,13,FALSE,0.206349206,FALSE,FALSE,4,7,5,0,0,0,5,0,FALSE,FALSE,P
FALSE,FALSE,537,63,0,68,0.126629423,FALSE,FALSE,FALSE,23,1,TRUE,FALSE,48,8,FALSE,0.166666667,FALSE,FALSE,3,4,2,0,4,0,6,0,FALSE,FALSE,P
FALSE,FALSE,2888,362,0,620,0.21468144,FALSE,FALSE,FALSE,32,4,TRUE,FALSE,29,6,TRUE,0.206896552,FALSE,FALSE,1,3,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,589,75,0,84,0.142614601,FALSE,FALSE,TRUE,35,3,TRUE,FALSE,29,7,TRUE,0.24137931,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,759,78,3,106,0.139657444,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,19,3,FALSE,0.157894737,FALSE,FALSE,3,3,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,337,47,2,52,0.154302671,FALSE,FALSE,FALSE,25,2,TRUE,FALSE,19,3,FALSE,0.157894737,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,152,7,1,7,0.046052632,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,67,15,FALSE,0.223880597,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,367,48,0,53,0.144414169,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,32,7,FALSE,0.21875,FALSE,FALSE,2,6,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,TRUE,1399,135,1,222,0.158684775,FALSE,FALSE,FALSE,37,3,TRUE,FALSE,55,9,TRUE,0.163636364,FALSE,FALSE,3,4,4,0,3,0,7,0,FALSE,FALSE,P
